Total,,Title of reading,Author,Source,University of Washington,University of Minnesota,Portland State,UCLA,Berkeley,Michigan,Oreg,FSU,WISC,McGill,Rutgers,Oklahoma
1,,"Ten Myths about US Urban Rail Systems by Thomas Rubin, James Moore, and Shin Lee – A Rejoinder","Stanger, R",Transport Policy,,,,,,1,,,,,,
1,,All Aboard,"Motavalli, Jim.",Sierra,,,,,,1,,,,,,
1,,The Connection between Public Transit and Employment:  The Cases of Portland and Atlanta,"Sanchez, Thomas W",Journal of the American Planning Association,,,,,,1,,,,,,
1,,Patterns of Automobile Dependence in Cities:  An International Overview of Key Physical and Economic Dimensions with Some Implications for Policy,"Kenworthy, Jeffrey R. and Felix B. Laube",Transportation Research A,,,,,,1,,,,,,
1,,Demand Management as an Element of Transportation Policy:  Using Carrots and Sticks to Influence Travel Behavior,"Meyer, Michael D.",Transportation Research A,,,,,,1,,,,,,
1,,Traffic Impact Analysis,"Greenberg, Froda",Traffic Impact Analysis,,,,,,,,1,,,,
1,,Mixed Land-Uses and Commuting: Evidence from the American Housing Survey,"Cervero, Robert",Transportation Research A,,,,,,,,1,,,,
1,,"Transit Metropolis: A Global Inquiry, (pp. 72-81)","Cervero, Robert",Transit Metropolis,,,,,,,,1,,,,
1,,Land Use Impacts on Trip Generation Rates,"Ewing, Reid, M. Deanna, and S. Li",Transportation Research Record,,,,,,,,1,,,,
1,,"Public Transportation and Land Use Policy, pp. 24-63","Pushkarev, Boris, and Jeffrey Zupan",Public Transportation and Land Use Policy,,,,,,,,1,,,,
1,,Wasteful Commuting,"Hamilton, Bruce",Journal of Political Econom,,,,,,,,1,,,,
1,,Urban commuting Journeys are Not 'Wasteful'.,"White, Michelle. J",Journal of Political Economy,,,,,,,,1,,,,
1,,Wasteful commuting Again,"Hamilton, Bruce, W.",Journal of Political Economy,,,,,,,,1,,,,
1,,"Workplace Location, Residential Location, and Urban Commuting","Simpson, Wayne",Urban Studies,,,,,,,,1,,,,
1,,Is Journey to Work Explained by Urban Structure?,"Giuliano, Genevieve, and Kenneth Small",Urban Studies,,,,,,,,1,,,,
1,,The Influence of Metropolitan Spatial Structure on Commuting Time,"Gordon, Peter, Ajay Kumar, and Harry Richardson",Journal of Urban Economics,,,,,,,,1,,,,
1,,A Global View of Automobile Dependence,"Gomez-Ibanez, Jose",Journal of the American Planning Association,,,,,,,,1,,,,
1,,Is There a Role for Physical Planners?,"Newman, Peter, and Jeffrey Kenworthy",Journal of the American Planning Association,,,,,,,,1,,,,
1,,"Urban Form, Energy and the Environment: A Review of Issues, Evidence and Policy","Anderson, William, P., P. S. Kanaroglou, and Eric Miller",Urban Studies,,,,,,,,1,,,,
1,,Urban Development and Transport  Patterns in Developed Counties in an Era of Expensive Energy,"Kain, John, F",Research in Urban Economics,,,,,,,,1,,,,
1,,A Theoretical Framework for the Interactions Among Models in the Integrated Transportation and Land-Use Package,"Miller, H.W.",Environment and Planning A,,,,,,,,1,,,,
1,,Linked Simulation of Land Use and Transportation Systems: Developments and Experience in the Puget Sound Region,"Watterson, W. T.",Transportation Research A ,,,,,,,,1,,,,
1,,Land Use Transportation Models for Policy Analysis,Mackett,Transportation Research Record,,,,,,,,1,,,,
1,,"Urban Land-Use and Transportation Interaction: Policies and Models. Chapters 1-6, 20-21","Webster, F., P. Bly, and N.J. Paulley",Urban Land-Use and Transportation Interaction: Policies and Models.,,,,,,,,1,,,,
1,,Land Use/Transportation Planning: New Possibilities for Developing and Developed Countries,"Gakenheimer, Ralph",Transportation Quarterly,,,,,,,,1,,,,
1,,"Transportation Statistics Annual Report 1997: Mobility and Accessibility, Chapters 6, 7, 8, and 9",Bureau of Transportation Statistics,Transportation Statistics Annual Report 1997: Mobility and Accessibility,,,,,,,,1,,,,
1,,How Accessibility Shapes Land Use,"Hansen, Walter, G.",Journal of the American Institute of Planners,,,,,,,,1,,,,
1,,A Concept of Accessibility: A Search for an Optimal Form,"Ingram, D. R.",Regional Studies ,,,,,,,,1,,,,
1,,Physical Accessibility as a Social Indicator.,"Wachs, Martin, and Gordon Kumagai",Socio-Economic Planning Science,,,,,,,,1,,,,
1,,Accessibility and Intraurban Travel,"Hanson, S., and M. Schwab",Environment and Planning A,,,,,,,,1,,,,
1,,Public Investment and Productivity Growth in the Group of Seven,"Aschauer, David. A",Economic Perspectives,,,,,,,,1,,,,
1,,Effects of Public Investments on Urban Land Values,"Czamanski, S. ",Journal of the American Institute of Planners,,,,,,,,1,,,,
1,,Infrastructure Investment: A Review Essay,"Gramlich, Edward",Journal of Economic Literature ,,,,,,,,1,,,,
1,,Highway Capacity and Economic Growth,"Aschauer, David, A",Economic Perspectives,,,,,,,,1,,,,
1,,Transportation Statistics Annual Report 1995: The Economic Performance of Transportation. Chapter 5 and Chapter 7,ureau of Transportation Statistics,Transportation Statistics Annual Report 1995: The Economic Performance of Transportation.,,,,,,,,1,,,,
1,,Infrastructure Services and the Productivity of Public Capital: The Case of Streets and Highways,"Boarnet, Marlon",National Tax Journal,,,,,,,,1,,,,
1,,Land Values and the Measurement of Highway Benefits,"Mohring, Herbert",Journal of Political Economy,,,,,,,,1,,,,
1,,Adverse Impacts of the Washington Beltway on Residential Property Values,"Langley, C. John",Land economics,,,,,,,,1,,,,
1,,The Indirect Effects of Highway Investment,"Gwilliam, K. M",Regional Studies,,,,,,,,1,,,,
1,,The Value of Automobile Travel Time: Implications fro Congestion Policy,"Calfee, John, and Clifford Winston",Journal of Public Economics,,,,,,,,1,,,,
1,,Economic Impacts of Transit on Cities,"Neuwirth, Roanne",Transportation Research Record,,,,,,,,1,,,,
1,,The Effect of a Subway on Residential Property Values in Toronto,"Dewees, D.",Journal of Urban Economics,,,,,,,,1,,,,
1,,Light-Rail Transit Stations and Property Values: A Hedonic Price Approach,"Al-Mosaind, M., K. Dueker, and J. Strathman",ransportation Research Record,,,,,,,,1,,,,
1,,"Transportation Statistics Annual Report 1996: Transportation and the Environment, Chapters 6, 7, 8, and 9",Bureau of Transportation Statistics,Transportation Statistics Annual Report 1996: Transportation and the Environment,,,,,,,,1,,,,
1,,"ousing Segregation, Negro Employment, and Metropolitan Decentralization","Kain, John, F.",Quarterly Journal of Economics,,,,,,,,1,,,,
1,,The Spatial Mismatch Hypothesis: A Review of Studies and Their Implications for Welfare Reform,"Ihlanfeldt, Keith R., and David Sjoquist",Housing Policy Debate,,,,,,,,1,,,,
1,,Teenage Employment and the Spatial Isolation of Minority and Poverty Households,"O'Regan, Katherine, and John Quigley",Journal of Human Resources,,,,,,,,1,,,,
1,,The Spatial Mismatch Hypothesis: What Has the Evidence Shown?,"Holzer, Harry",Urban studies,,,,,,,,1,,,,
1,,Employment Decentralization and Accessibility: A Strategy for Stimulating Regional Mobility,"Hughes, Mark A.",Journal of the American Planning Association,,,,,,,,1,,,,
1,,Can Transportation Strategies Help Meet the Welfare Challenge? ,"Wachs, Martin, and Brian Taylor",Journal of the American Planning Association,,,,,,,,1,,,,
1,,Can Land-Use Policy Really Affect Travel Behavior? A Study of the Link Between Non-Work Travel and Land-Use Characteristics,"Boarnet, Marlon, and Sharon Sarmiento",Urban studies,,,,,,,,1,,,,
1,,What Can You Really Achieve With Neotraditional Design Standards?,"Deka, Deva, and Genevieve Giuliano.","Paper prepared from presentation at the International Conference on Urban Form, Cincinnati",,,,,,,,1,,,,
1,,The Commuting Paradox: Evidence from the Top Twenty,"Gordon, Peter, and Harry W. Richardson",Journal of the American Planning Association,,,,,,,,1,,,,
1,,Bay Area Economic Forum on pricing,,,,,,,,,1,,,,,
1,,An Opportunity to Reduce Minimum Parking Requirements,Shoup: ,An Opportunity to Reduce Minimum Parking Requirements,,,,,,,1,,,,,
1,," Transportation Control Measures; Jones, Urban Transit Policy Ch1 and 4",Lee:," Transportation Control Measures; Jones, Urban Transit Policy ",,,,,,,1,,,,,
1,,A Desire Named Streetcar,Pickrell,,,,,,,,1,,,,,
1,,Sustainable Benefits of Transit,Williams,,,,,,,,1,,,,,
1,,The Urban Transportation Problem,"Meyer, Kain, and Wohl",,,,,,,,1,,,,,
1,,"Autos, Transit, and Cities",Gomez-Ibanez and Meyer,,,,,,,,1,,,,,
1,,Urban Transit Policy: An Economic and Political History,Jones,,,,,,,,1,,,,,
1,,The Urban Transportation System: Politics and Policy Innovation,Altshuler,,,,,,,,1,,,,,
1,,"TDM, Promise or Panacea?",Giuliano,,,,,,,,1,,,,,
1,,TRB News,,,,,,,,,1,,,,,
1,,Travel by design, Crane,,,,,,,,1,,,,,
1,,Gordon and Richardson vs. Ewing on Compact Development,,,,,,,,,1,,,,,
1,,Least-Cost Planning and benefit-cost analysis,ECO for FHWA,,,,,,,,1,,,,,
1,,A Child's Guide to Travel Forecasting,Jacobs,,,,,,,,1,,,,,
1,,"TPR, funding",,,,,,,,,1,,,,,
1,,TEA-21,,,,,,,,,1,,,,,
0,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
0,,Automobile subsidies and land use: Estimates and policy responses,"Hanson, Susan.",Journal of the American Planning Association,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
0,,The Rationale for Government Intervention,"Whitehead, Christine",Urban Land Policy: Issues and Opportunities,,,,,,,,,,,,
0,,Zoning and Land Use Planning: An Economic Perspective,"Wheaton, William C. ",Zoning and the American Dream: Promises Still to Keep,,,,,,,,,,,,
0,,"Urban Traffic: A Function of Land Use. Chpts. 2-5, and 7","Mitchell, R. B. and C. Rapkin",Urban Traffic: A Function of Land Use,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
0,,Towards a Behavioral integration of land use and transportation modeling,"Waddell, P.",,,,,,,,,,,,,
0,,current and Future Land Use Models,"Wegener, M.",,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
